tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada,distrito
Homicidio,2019,Septiembre,Panama,Masculino,18-24,Arma de Fuego,San Miguelito
Homicidio,2019,Septiembre,Panama,Masculino,18-24,Arma de Fuego,San Miguelito
Homicidio,2019,Septiembre,Panama,Masculino,25-29,Arma de Fuego,San Miguelito
Homicidio,2019,Septiembre,Panama,Masculino,30-34,Arma de Fuego,San Miguelito
Homicidio,2019,Septiembre,Panama,Masculino,18-24,Arma de Fuego,San Miguelito
Homicidio,2019,Septiembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Colon,Masculino,40-44,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Colon,Masculino,45-49,Arma Blanca,No disponible
Homicidio,2019,Septiembre,Colon,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Colon,Masculino,55-59,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Herrera,Masculino,18-24,Arma Blanca,No disponible
Homicidio,2019,Septiembre,Los Santos,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Bocas del Toro,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Bocas del Toro,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Veraguas,Masculino,45-49,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Veraguas,Masculino,18-24,Arma Blanca,No disponible
Homicidio,2019,Septiembre,Cocle,Masculino,65-69,Arma de Fuego,No disponible
Homicidio,2019,Septiembre,Panama,Masculino,No disponible,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,45-49,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,15-17,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,65-69,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,No disponible,Arma Blanca,No disponible
Homicidio,2019,Octubre,Panama,Masculino,50-54,Arma Blanca,No disponible
Homicidio,2019,Octubre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,35-39,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,No disponible,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,35-39,No disponible,No disponible
Homicidio,2019,Octubre,Panama,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,45-49,Arma de Fuego,San Miguelito
Homicidio,2019,Octubre,Panama,Masculino,40-44,Arma de Fuego,San Miguelito
Homicidio,2019,Octubre,Panama,Masculino,15-17,Arma de Fuego,San Miguelito
Homicidio,2019,Octubre,Panama,Masculino,No disponible,Arma Blanca,San Miguelito
Homicidio,2019,Octubre,Panama,Masculino,35-39,Arma Blanca,San Miguelito
Homicidio,2019,Octubre,Bocas del Toro,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Veraguas,Femenino,45-49,Arma Blanca,No disponible
Homicidio,2019,Octubre,Veraguas,Masculino,40-44,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Veraguas,Femenino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Veraguas,Femenino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Colon,Masculino,35-39,Arma Blanca,No disponible
Homicidio,2019,Octubre,Colon,Masculino,50-54,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Colon,Femenino, 5-9,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Chiriqui,Masculino,40-44,Arma Blanca,No disponible
Homicidio,2019,Octubre,Chiriqui,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Los Santos,Masculino,50-54,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Cocle,Masculino,35-39,Arma de Fuego,No disponible
Homicidio,2019,Octubre,Panama,Masculino,30-34,No disponible,San Miguelito
Homicidio,2019,Noviembre,Panama,Masculino,55-59,Arma Blanca,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,25-29,Objeto contundente,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,35-39,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,50-54,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Femenino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,45-49,Arma Blanca,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,35-39,Arma Blanca,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,30-34,No disponible,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,55-59,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,15-17,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama,Masculino,18-24,Arma de Fuego,San Miguelito
Homicidio,2019,Noviembre,Panama,Masculino,18-24,Arma de Fuego,San Miguelito
Homicidio,2019,Noviembre,Panama,Masculino,30-34,Arma de Fuego,San Miguelito
Homicidio,2019,Noviembre,Panama,Masculino,25-29,Arma de Fuego,San Miguelito
Homicidio,2019,Noviembre,Panama,Masculino,35-39,Arma de Fuego,San Miguelito
Homicidio,2019,Noviembre,Panama,Masculino,18-24,Arma de Fuego,San Miguelito
Homicidio,2019,Noviembre,Panama,Masculino,35-39,Arma de Fuego,San Miguelito
Homicidio,2019,Noviembre,Panama Oeste,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama Oeste,Masculino,60-64,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Panama Oeste,Masculino,40-44,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Chiriqui,Masculino,35-39,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Colon,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Colon,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Colon,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Veraguas,Masculino,65-69,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Veraguas,Femenino,15-17,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Veraguas,Femenino,45-49,Arma de Fuego,No disponible
Homicidio,2019,Noviembre,Veraguas,Masculino,18-24,Arma Blanca,No disponible
Homicidio,2019,Noviembre,Panama Oeste,Masculino,75-79,No disponible,No disponible
Homicidio,2019,Noviembre,Veraguas,Femenino, 10-14,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,15-17,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Femenino,40-44,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,50-54,Objeto contundente,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,45-49,No disponible,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,45-49,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,No disponible,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,40-44,Arma Blanca,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,No disponible,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,35-39,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,15-17,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Femenino,35-39,Arma Blanca,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,No disponible,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Femenino,No disponible,No disponible,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,40-44,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,No disponible,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Femenino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,35-39,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,18-24,Objeto contundente,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,35-39,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Femenino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,No disponible,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Femenino,60-64,No disponible,No disponible
Homicidio,2019,Diciembre,Colon,Femenino,18-24,No disponible,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Colon,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Femenino,18-24,No disponible,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,40-44,Arma Blanca,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,No disponible,No disponible,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,80 y mas,No disponible,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,65-69,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,18-24,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,35-39,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,15-17,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,25-29,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Veraguas,Masculino,No disponible,Objeto contundente,No disponible
Homicidio,2019,Diciembre,Veraguas,Masculino,40-44,Arma Blanca,No disponible
Homicidio,2019,Diciembre,Darien,Masculino,50-54,Arma Blanca,No disponible
Homicidio,2019,Diciembre,Darien,Masculino,35-39,Arma Blanca,No disponible
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,San Miguelito
Homicidio,2019,Diciembre,Panama,Masculino,18-24,Arma de Fuego,San Miguelito
Homicidio,2019,Diciembre,Panama,Masculino,25-29,Arma de Fuego,San Miguelito
Homicidio,2019,Diciembre,Chiriqui,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Chiriqui,Masculino,40-44,Arma Blanca,No disponible
Homicidio,2019,Diciembre,Los Santos,Masculino,75-79,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Bocas del Toro,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Cocle,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Herrera,Masculino,30-34,Arma de Fuego,No disponible
Homicidio,2019,Diciembre,Panama Oeste,Masculino,No disponible,No disponible,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma Blanca,No disponible
Homicidio,2020,Enero,Panamá,No disponible,50-54,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma Blanca,No disponible
Homicidio,2020,Enero,Panamá,No disponible,15-17,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,40-44,Arma de Fuego ,No disponible
Femicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,25-29,Arma Blanca,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,40-44,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,15-17,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,15-17,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá,No disponible,25-29,Arma de Fuego ,No disponible
Femicidio,2020,Enero,Comarca Ngöbe Buglé,No disponible,30-34,Objeto Contundente,No disponible
Homicidio,2020,Enero,Comarca Ngöbe Buglé,No disponible,0-4,Objeto Contundente,No disponible
Femicidio,2020,Enero,Comarca Ngöbe Buglé,No disponible,5-9,Objeto Contundente,No disponible
Femicidio,2020,Enero,Comarca Ngöbe Buglé,No disponible,10-14,Objeto Contundente,No disponible
Femicidio,2020,Enero,Comarca Ngöbe Buglé,No disponible,5-9,Objeto Contundente,No disponible
Homicidio,2020,Enero,Comarca Ngöbe Buglé,No disponible,0-4,Objeto Contundente,No disponible
Homicidio,2020,Enero,Comarca Ngöbe Buglé,No disponible,15-17,Objeto Contundente,No disponible
Homicidio,2020,Enero,Bocas Del Toro,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Chiriquí,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Chiriquí,No disponible,35-39,Sin Determinar,No disponible
Homicidio,2020,Enero,Chiriquí,No disponible,55-59,Arma Blanca,No disponible
Homicidio,2020,Enero,Chiriquí,No disponible,30-34,Arma de Fuego ,No disponible
Femicidio,2020,Enero,Chiriquí,No disponible,35-39,Arma Blanca,No disponible
Femicidio,2020,Enero,Comarca Ngöbe Buglé,No disponible,0-4,Sin Determinar,No disponible
Homicidio,2020,Enero,Colón,No disponible,45-49,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Colón,No disponible,40-44,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Colón,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Colón,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Colón,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Colón,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Colón,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Colón,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Colón,No disponible,30-34,Arma de Fuego ,No disponible
Femicidio,2020,Enero,Coclé,No disponible,40-44,Arma Blanca,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,25-29,Sin Determinar,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,40-44,Arma Blanca,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,15-17,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,35-39,Arma de Fuego ,No disponible
Femicidio,2020,Enero,Panamá Oeste,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,0-4,Arma de Fuego ,No disponible
Femicidio,2020,Enero,Panamá Oeste,No disponible,15-17,Objeto Contundente,No disponible
Homicidio,2020,Enero,San Miguelito,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Enero,San Miguelito,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Enero,San Miguelito,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2020,Enero,San Miguelito,No disponible,15-17,Sin Determinar,No disponible
Homicidio,2020,Enero,San Miguelito,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Femicidio,2020,Febrero,Panamá,No disponible,25-29,Asfixia Mecánica,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,50-54,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,30-34,Asfixia Mecánica,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,Sin Determinar,Sin Determinar,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,50-54,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma Blanca,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,15-17,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,30-34,Arma Blanca,No disponible
Homicidio,2020,Febrero,Colón,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,15-17,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Colón,No disponible,Sin Determinar,Sin Determinar,No disponible
Homicidio,2020,Febrero,Panamá Oeste,No disponible,10-14,Sin Determinar,No disponible
Homicidio,2020,Febrero,Panamá Oeste,No disponible,40-44,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá Oeste,No disponible,40-44,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá Oeste,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá Oeste,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Panamá Oeste,No disponible,35-39,Arma Blanca,No disponible
Homicidio,2020,Febrero,Panamá Oeste,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Herrera,No disponible,30-34,Arma Blanca,No disponible
Homicidio,2020,Febrero,Herrera,No disponible,45-49,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,Herrera,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,San Miguelito,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,San Miguelito,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Febrero,San Miguelito,No disponible,45-49,Arma Blanca,No disponible
Homicidio,2020,Febrero,Coclé,No disponible,30-34,Sin Determinar,No disponible
Homicidio,2020,Febrero,Coclé,No disponible,55-59,Sin Determinar,No disponible
Homicidio,2020,Febrero,Chiriquí,No disponible,0-4,Sin Determinar,No disponible
Homicidio,2020,Marzo,Chiriquí,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Chiriquí,No disponible,40-44,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Coclé,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Los Santos,No disponible,40-44,Arma Blanca,No disponible
Homicidio,2020,Marzo,San Miguelito,No disponible,45-49,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,San Miguelito,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,San Miguelito,No disponible,45-49,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,San Miguelito,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,San Miguelito,No disponible,25-29,Sin Determinar,No disponible
Homicidio,2020,Marzo,San Miguelito,No disponible,18-24,Sin Determinar,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,25-29,Arma de Fuego ,No disponible
Femicidio,2020,Marzo,Panamá,No disponible,60-64,Arma Blanca,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,45-49,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,15-17,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá,No disponible,30-34,Arma Blanca,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,40-44,Arma de Fuego ,No disponible
Femicidio,2020,Marzo,Panamá Oeste,No disponible,50-54,Arma Blanca,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Panamá Oeste,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Colón,No disponible,30-34,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Colón,No disponible,35-39,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Colón,No disponible,18-24,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Colón,No disponible,25-29,Arma de Fuego ,No disponible
Homicidio,2020,Marzo,Veraguas,No disponible,18-24,Arma Blanca,No disponible
Femicidio,2020,Abril,Panamá,No disponible,40-44,Arma Blanca,No disponible
Homicidio,2020,Abril,Panamá,No disponible,Sin Determinar,Arma de Fuego ,No disponible
