tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada,provinia
Homicidio,2023,Agosto,No disponible,No disponible,No disponible,No disponible,
Homicidio,2023,Agosto,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,No disponible,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,10-14,No disponible,
Homicidio,2023,Agosto,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,65-69,Asfixia Mecánica,
Homicidio,2023,Agosto,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,50-54,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,25-29,Arma Blanca,
Homicidio,2023,Agosto,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Agosto,No disponible,No disponible,75-79,Arma Blanca,
Homicidio,2023,Septiembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,55-59,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,40-44,No disponible,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,15-17,Arma Blanca,
Homicidio,2023,Septiembre,No disponible,No disponible,50-54,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,45-49,Arma Blanca,
Homicidio,2023,Septiembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma Blanca,
Homicidio,2023,Septiembre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Septiembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,45-49,Arma Blanca,
Homicidio,2023,Octubre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,55-59,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,18-24,Arma Blanca,
Homicidio,2023,Octubre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,60-64,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,5-9,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Octubre,No disponible,No disponible,No disponible,No disponible,
Homicidio,2023,Noviembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,No disponible,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,No disponible,No disponible,
Homicidio,2023,Noviembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,65-69,Arma Blanca,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,No disponible,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma Blanca,
Homicidio,2023,Noviembre,No disponible,No disponible,50-54,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma Blanca,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,10-14,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,55-59,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Arma Blanca,
Homicidio,2023,Noviembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,50-54,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,40-44,Arma Blanca,
Homicidio,2023,Noviembre,No disponible,No disponible,50-54,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,No disponible,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,No disponible,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,60-64,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,50-54,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,80 y más,Arma Blanca,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Asfixia Mecánica,
Homicidio,2023,Noviembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,55-59,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,10-14,Arma de Fuego,
Homicidio,2023,Noviembre,No disponible,No disponible,No disponible,No disponible,
Homicidio,2023,Diciembre,No disponible,No disponible,75-79,No disponible,
Homicidio,2023,Diciembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,50-54,Golpes,
Homicidio,2023,Diciembre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,60-64,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,80 y más,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,15-17,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,No disponible,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,50-54,No disponible,
Homicidio,2023,Diciembre,No disponible,No disponible,No disponible,No disponible,
Homicidio,2023,Diciembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,35-39,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,55-59,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,35-39,Arma Blanca,
Homicidio,2023,Diciembre,No disponible,No disponible,10-14,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,40-44,Arma Blanca,
Homicidio,2023,Diciembre,No disponible,No disponible,40-44,Arma Blanca,
Homicidio,2023,Diciembre,No disponible,No disponible,45-49,Golpes,
Homicidio,2023,Diciembre,No disponible,No disponible,45-49,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,40-44,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,25-29,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,No disponible,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,No disponible,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,No disponible,
Homicidio,2023,Diciembre,No disponible,No disponible,10-14,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,30-34,Arma de Fuego,
Homicidio,2023,Diciembre,No disponible,No disponible,18-24,Arma de Fuego,
Homicidio,2024,Enero,Bocas Del Toro,Masculino,50-54,Arma Blanca,bocas del toro
Homicidio,2024,Enero,Chiriquí,Femenino,25-29,Arma Blanca,chiriqui
Homicidio,2024,Enero,Chiriquí,Masculino,18-24,Arma de Fuego,chiriqui
Homicidio,2024,Enero,Chiriquí,Masculino,40-44,Arma de Fuego,chiriqui
Homicidio,2024,Enero,Coclé,Masculino,25-29,Arma de Fuego,cocle
Homicidio,2024,Enero,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2024,Enero,Colón,Femenino,10-14,Arma de Fuego,colon
Homicidio,2024,Enero,Colón,Masculino,40-44,Arma de Fuego,colon
Homicidio,2024,Enero,Colón,Masculino,18-24,Arma Blanca,colon
Homicidio,2024,Enero,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2024,Enero,Colón,Masculino,35-39,Arma de Fuego,colon
Homicidio,2024,Enero,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2024,Enero,Colón,Masculino,35-39,Arma de Fuego,colon
Homicidio,2024,Enero,Colón,Masculino,15-17,Arma de Fuego,colon
Homicidio,2024,Enero,Colón,Masculino,35-39,Arma de Fuego,colon
Homicidio,2024,Enero,Los Santos,Masculino,30-34,Objeto Contundente,los santos
Homicidio,2024,Enero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,18-24,Arma Blanca,panama
Homicidio,2024,Enero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,60-64,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,No disponible,Arma Blanca,panama
Homicidio,2024,Enero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Enero,Panamá,Femenino,50-54,Arma de Fuego,panama
Homicidio,2024,Enero,San Miguelito,Femenino,45-49,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Enero,San Miguelito,Masculino,45-49,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Enero,San Miguelito,Masculino,25-29,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Enero,San Miguelito,Masculino,18-24,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Enero,San Miguelito,Masculino,35-39,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Enero,Panamá Oeste,Masculino,18-24,Arma de Fuego,panama oeste
Homicidio,2024,Enero,Panamá Oeste,Masculino,18-24,Arma de Fuego,panama oeste
Homicidio,2024,Enero,Veraguas,Masculino,30-34,Arma de Fuego,veraguas
Homicidio,2024,Enero,Veraguas,Masculino,18-24,Arma Blanca,veraguas
Homicidio,2024,Febrero,Chiriquí,Masculino,60-64,Objeto Contundente,chiriqui
Homicidio,2024,Febrero,Coclé,Masculino,18-24,Arma de Fuego,cocle
Homicidio,2024,Febrero,Coclé,Masculino,25-29,Arma de Fuego,cocle
Homicidio,2024,Febrero,Coclé,Femenino,25-29,Arma de Fuego,cocle
Homicidio,2024,Febrero,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,65-69,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Femenino,18-24,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,35-39,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,35-39,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,30-34,Arma de Fuego,colon
Homicidio,2024,Febrero,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2024,Febrero,Comarca Emberá Wounaan,Masculino,40-44,Arma de Fuego,comarca embera wounnan
Homicidio,2024,Febrero,Comarca Emberá Wounaan,Masculino,35-39,Arma de Fuego,comarca embera wounnan
Homicidio,2024,Febrero,Darién,Masculino,18-24,Arma Blanca,darien
Homicidio,2024,Febrero,Herrera,Masculino,15-17,Arma de Fuego,herrera
Homicidio,2024,Febrero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,40-44,Arma Blanca,panama
Homicidio,2024,Febrero,Panamá,Masculino,55-59,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Femenino,60-64,Arma Blanca,panama
Homicidio,2024,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,50-54,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Femenino,18-24,Asfixia Mecánica,panama
Homicidio,2024,Febrero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2024,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Febrero,San Miguelito,Masculino,40-44,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,55-59,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Femenino,18-24,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,15-17,Arma Blanca,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,18-24,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,25-29,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,15-17,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,50-54,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,60-64,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,18-24,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,18-24,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,San Miguelito,Masculino,18-24,Arma de Fuego,panama (san miguelito)
Homicidio,2024,Febrero,Panamá Oeste,Masculino,30-34,Arma de Fuego,panama oeste
Homicidio,2024,Febrero,Panamá Oeste,Masculino,35-39,Objeto Contundente,panama oeste
Homicidio,2024,Febrero,Panamá Oeste,Masculino,25-29,Arma de Fuego,panama oeste
Homicidio,2024,Febrero,Panamá Oeste,Masculino,15-17,Arma de Fuego,panama oeste
Homicidio,2024,Febrero,Panamá Oeste,Masculino,0-4,Arma de Fuego,panama oeste
Homicidio,2024,Febrero,Panamá Oeste,Masculino,15-17,Arma de Fuego,panama oeste
Homicidio,2024,Febrero,Panamá Oeste,Masculino,15-17,Arma de Fuego,panama oeste
Homicidio,2024,Febrero,Panamá Oeste,Masculino,No disponible,Arma Blanca,panama oeste
Homicidio,2024,Febrero,Veraguas,Femenino,25-29,Arma Blanca,veraguas
Homicidio,2024,Marzo,Bocas Del Toro,Masculino,18-24,Arma de Fuego,bocas del toro
Homicidio,2024,Marzo,Comarca Ngäbe Buglé,Masculino,70-74,Arma Blanca,comarca ngäbe-bugle
Homicidio,2024,Marzo,Chiriquí,Femenino,40-44,Arma Blanca,chiriqui
Homicidio,2024,Marzo,Herrera,Masculino,30-34,Arma Blanca,herrera
Homicidio,2024,Marzo,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Femenino,25-29,Asfixia Mecánica,panama
Homicidio,2024,Marzo,Panamá,Masculino,25-29,Arma Blanca,panama
Homicidio,2024,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,40-44,Objeto Contundente,panama
Homicidio,2024,Marzo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,55-59,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2024,Marzo,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2024,Marzo,Veraguas,Masculino,65-69,No disponible,veraguas
Homicidio,2024,Marzo,Panamá Oeste,Masculino,18-24,Arma de Fuego,panama oeste
Homicidio,2024,Marzo,Panamá Oeste,Masculino,30-34,Arma de Fuego,panama oeste
Homicidio,2024,Marzo,Panamá Oeste,Masculino,35-39,Arma de Fuego,panama oeste
